Name,2NDTAG,3RDTAG,Agency,Agent notes for human,Area1,Area2,Artifacts,Contact person,Description,Email,Events,Funding Opportunities,Human notes for agent,LinkedIn,Memes,NewsletterScraper (CA),Ontology,Ontology Tags,Phone number,Projects & Areas,Public Email,SAP,Website,related programs and initiatives
CoopGeeni,CATBIS,,org,"Ontology relation filled for cooperative housing, construction/infrastructure, renewable energy, collective ownership and commons governance.","Ops in Catalunya, catalan",regional,,,"Catalan integral cooperative for services, housing, and consumption, supporting dignified, healthy, sustainable housing, energy renovation, and local energy communities.",,,,,,Eco Social Transition,,"Community_Housing (https://app.notion.com/p/Community_Housing-3331441510e181cb8a1bc39f7c948f3b?pvs=21), Construction_and_Infrastructure (https://app.notion.com/p/Construction_and_Infrastructure-3331441510e1817dad9bdcf168000c8f?pvs=21), Renewable_Energy (https://app.notion.com/p/Renewable_Energy-3331441510e181f58896c3f08d1d6ee6?pvs=21), Collective_Ownership_Models (https://app.notion.com/p/Collective_Ownership_Models-3331441510e1811db7b2e4505cc30563?pvs=21), Commons_Governance_Protocols (https://app.notion.com/p/Commons_Governance_Protocols-3331441510e181019702eb428e0a8448?pvs=21)",cooperative housing; energy renovation; local energy communities; sustainable housing; building decarbonisation; ESS,,,,"Catalan cooperative linking housing, energy renovation, and local energy communities. Relevant to CATBIS as practical social-economy infrastructure for sustainable housing, building decarbonisation, cooperative ownership models, and energy sovereignty in Catalunya.",https://coopgeeni.es/,
Alexandre Coop Geni,,,ind,"Needs review: name looks like Alexandre plus possible organization/context Coop Geni, but no website, email, LinkedIn, or body notes are available. Kept as individual (ind). Consider creating/linking a separate Coop Geni organization row if this is an affiliation.",,,,,"Individual contact apparently connected to Coop Geni. Insufficient information available to identify full name, role, or organization relationship confidently.",,,,,,,,,,,,,,,
Insta,,,,,,,,,,,,,,,,,,,,,,,https://instajuridic.com/,
"Km0 ",,,,,,,,,,,,,,,,,,,,,,,https://km0.cat/,
Les Juntes,,,org,,,,,,,,,,,,,,,,,,hola@lesjuntes.coop,,,
Asociación CDRO,,,org,"Added CATBIS with confirmation flag: strong rural/agroecological community-systems reference, but Catalunya-specific relevance is indirect.",international,regional,,,"Guatemalan rural development association supporting community-led integral development in western Guatemala, with environmental, agroecological, cooperative, and community systems work.",,,,,,"Eco Social Transition, Regeneration",,"Regenerative_Agriculture (https://app.notion.com/p/Regenerative_Agriculture-3331441510e181a3a4c8d5e5948fe526?pvs=21), Farmer_Support (https://app.notion.com/p/Farmer_Support-3331441510e18121891cff38c403492d?pvs=21), Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Governance_Bodies (https://app.notion.com/p/Governance_Bodies-3331441510e181688959d5e2a5457fc6?pvs=21), Community_Food_Access (https://app.notion.com/p/Community_Food_Access-3331441510e1817daf1efe81df7ef31c?pvs=21)",community-led development; rural development; agroecology; cooperatives; Guatemala; environmental work,(502) 7790-8600,,cdro@asociacioncdro.org.gt,"Guatemalan rural development association supporting community-led integral development, agroecology, cooperative organization, environmental work, and local systems in western Guatemala. Relevant to CATBIS as an international reference for community-led rural development and agroecological/community systems, though not Catalunya-specific.",https://asociacioncdro.org.gt/,
Observatori DESCA,,,org,,,,,,,,,,,,,,,,,,,,https://observatoriodesc.org/es,
Som Nuvol,,,,,,,,,,,,,,,,,,,,,,,https://somnuvol.coop/,
Jeff Emmett,,,ind,,,,,,,,,,,,,,,,,,,,,
"André van der Veer ",,,ind,"Moved LinkedIn URL from Website to LinkedIn. Existing context: Timebank NL, Uppermore. Name may need review: URL says van der Veen, while CRM title says van der Veer.",,,,,Individual contact connected to Timebank NL / Uppermore.,,,,,https://www.linkedin.com/in/andr%C3%A9-van-der-veen-8623277/?originalSubdomain=nl,,,,,,,,,,
La Marmita,,,org,,,,,,,,,,,,,,,,,,,,,
FINANCOOP,,,org,,,,,,,,,,,,,,,,,,,,https://financoop.net/,
WECF Women Engaged for a Common Future,,,org,,,,,,,,,,,,,,,,,,,,https://www.wecf.org/,
"Maarten Lens-Fitzgerald ",,,ind,,,,,,,,,,,,,,,,,,,,,
Grace Rachmany,,,ind,,,,,,,,,,,,,,,,,,,,,
Storybox,,,org,,,,,,,,,,,,,,,,,,,,https://www.storybox.co/,
Michiel de Jong,,,ind,,,,,,,,,,,,,,,,,,,,,
Sophie Bloemen,,,ind,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/in/sophie-bloemen-33b4645/,
Viktor Bedö,,,ind,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/in/viktorbed%C3%B6/,
Giulio Quarta,,,ind,,,,,,,,,,,,,,,,,,,,,
Eurecat,,,org,,,,,,,,,,,,,,,,,,,,https://eurecat.org/es/eurecat/,
Commons Network,,,,,,,,,,,,,,,,,,,,,,,,
Yulia Tikhomirova,,,ind,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/in/juliatikhomirova/,
Sarah Featherston,,,ind,,,,,,,,,,,,,,,,,,sfeather25@gmail.com,,https://www.linkedin.com/in/sarafeatherston/,
Disco Coop,,,,,,,,,,,,,,,,,,,,,,,https://www.disco.coop/,
BitLab,,,,,,,,,,,,,,,,,,,,,,,https://www.bitlab.cat/,
Cool Earth,CATBIS,,org,"Added CATBIS with confirmation flag: strong ecosystem/climate justice reference, but Catalunya-specific relevance is indirect.",international,regional,,,International NGO supporting Indigenous peoples and local communities to protect rainforests and fight the climate crisis through direct community support.,,,,,,"Eco Social Transition, Regeneration",,"Habitat_Connectivity (https://app.notion.com/p/Habitat_Connectivity-3331441510e18102979cd784e7b26d42?pvs=21), Traditional_Ecological_Knowledge (https://app.notion.com/p/Traditional_Ecological_Knowledge-3331441510e181259b3ad2370358bb34?pvs=21), Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Political_Advocacy (https://app.notion.com/p/Political_Advocacy-3331441510e1812880fdd8d661966799?pvs=21), Disaster_Relief (https://app.notion.com/p/Disaster_Relief-3331441510e18149b089ef7e0361ad69?pvs=21)",rainforest protection; Indigenous communities; climate justice; conservation,,,,"International NGO supporting Indigenous peoples and local communities to protect rainforests and respond to the climate crisis through direct community support. Relevant to CATBIS as a reference for community-led ecosystem protection, climate justice, Indigenous stewardship, and conservation finance/support, though not Catalunya-specific.",https://www.coolearth.org/,
Víctor Jiménez Sánchez,,,ind,,,,,,,,,,,,,,,,,,victor.jimenez@bitlab.cat,,,
Codec,,,,,,,,,,,,,,,,,,,,,,,,
ICF Institut Catalan de Finances,,,"org, public body",,,,,,,,,,,,,,,,,,,,https://www.icf.cat/ca,
Mosaic,,,org,,,,,,,,,,,,,,,,,,,,https://mosaic.coop/,
XCN Xarxa per a la Conservació de la Natura,,,org,,,,,,,,,,,,,,,,,,,,https://xcn.cat/,
ILTIR Hub,,,,,,,,,,,,,,,,,,,,,,,https://balkar.earth/iltirhub/,
Woman x,,,ind,,,,,,,,,,,,,,,,,,,,,
Coopdevs,CATBIS,,org,Added CATBIS: clear Catalan open-cooperative / digital commons relevance. No collaboration status inferred.,"Ops in Catalunya, catalan",regional,,,"Barcelona open cooperative developing free/open-source software and digital tools for cooperatives, social and solidarity economy projects, and digital commons.",,,,,,Eco Social Transition,,"Collective_Ownership_Models (https://app.notion.com/p/Collective_Ownership_Models-3331441510e1811db7b2e4505cc30563?pvs=21), Commons_Governance_Protocols (https://app.notion.com/p/Commons_Governance_Protocols-3331441510e181019702eb428e0a8448?pvs=21), Knowledge_Artefacts (https://app.notion.com/p/Knowledge_Artefacts-3331441510e181af8b5ac77d9bd2ab97?pvs=21), Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Cultural_Hub_or_Learning_Center (https://app.notion.com/p/Cultural_Hub_or_Learning_Center-3331441510e18163bf4ce6a952135f8c?pvs=21)",open source; open cooperativism; platform cooperativism; digital commons; software,,,,"Barcelona open cooperative developing free/open-source software and digital tools for cooperatives, social and solidarity economy projects, and digital commons. Relevant to CATBIS as digital commons and cooperative technology infrastructure for ecosocial transition and social-economy capacity in Catalunya.",https://coopdevs.org/,
GRUP ECOS SOM,,,org,,,,,,,,,,,,,,,,,,,,https://grupecos.coop/,
Mujeres unidas entre tierras (MUET),,,org,,,,,,,,,,,,,,,,,,,,https://mujeresunidasentretierras.org/,
Codi Cooperatiu,CATBIS,,org,"Added CATBIS with confirmation flag: strong cooperative/digital infrastructure relevance, but specific regenerative role should be checked.","Ops in Catalunya, catalan",regional,,,"Barcelona-based nonprofit technology cooperative developing custom web applications, integrations, APIs, dashboards, and digital tools with a cooperative approach.",,,,,,Eco Social Transition,,"Collective_Ownership_Models (https://app.notion.com/p/Collective_Ownership_Models-3331441510e1811db7b2e4505cc30563?pvs=21), Commons_Governance_Protocols (https://app.notion.com/p/Commons_Governance_Protocols-3331441510e181019702eb428e0a8448?pvs=21), Knowledge_Artefacts (https://app.notion.com/p/Knowledge_Artefacts-3331441510e181af8b5ac77d9bd2ab97?pvs=21), Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21)",technology cooperative; software development; digital tools,,,hola@codi.coop,"Barcelona nonprofit technology cooperative developing web applications, APIs, dashboards, integrations, and digital tools with a cooperative approach. Relevant to CATBIS as digital/social-economy infrastructure for cooperatives, commons-oriented organizations, and ecosocial transition capacity in Catalunya.",https://codi.coop/,
Generation Climate Europe,CATBIS,,"network/ecosystem, org","Added CATBIS with confirmation flag: strong European climate-justice relevance, but Catalunya-specific relation is indirect.",Ops in Europe,regional,,,Generation Climate Europe is a European coalition/network of youth-led organizations advocating for climate and environmental justice in European policy spaces.,,,,,,Eco Social Transition,,"Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21), Political_Advocacy (https://app.notion.com/p/Political_Advocacy-3331441510e1812880fdd8d661966799?pvs=21), Governance_Bodies (https://app.notion.com/p/Governance_Bodies-3331441510e181688959d5e2a5457fc6?pvs=21), Participatory_Planning_and_Strategies (https://app.notion.com/p/Participatory_Planning_and_Strategies-3331441510e181b09adbd91296317ceb?pvs=21)",youth climate movement; climate justice; European policy; environmental advocacy; network weaving,,,,"European youth climate-justice network advocating for climate and environmental policy. Relevant to CATBIS as a movement/policy reference for climate justice, youth participation, and European ecosocial transition, though Catalunya-specific relevance should be confirmed.",https://gceurope.org/,
Planet Wild,,,org,,,,,,,,,,,,,,,,,,,,https://planetwild.com/,
Cuidem Amb Cor,,,org,Likely duplicate or closely related to Cuidem Amb Cor & MUET. Consider consolidating both rows once useful information is preserved.,"Ops in Catalunya, catalan",,,,"Worker cooperative linked to Mujeres Unidas Entre Tierras (MUET), providing care and domestic-work services while supporting labour regularization and better conditions for home-care workers.",,,,,,Eco Social Transition,,,care economy; worker cooperative; domestic work; social economy,,,,,https://cuidemambcor.org/,
Espai 08,,,org,,,,,,,,,,,,,,,,,,,,https://www.espaizerovuit.com/,
"Cuidem Amb Cor & MUET ",,,org,"Likely duplicate / mixed actor row with Cuidem Amb Cor. Prefer one row per actor: Cuidem Amb Cor as the cooperative, MUET as separate association if needed. Review and consolidate.","Ops in Catalunya, catalan",,,,"Combined entry for Cuidem Amb Cor and Mujeres Unidas Entre Tierras (MUET), connected to cooperative care work, migrant/women-led organizing, and community social economy in Catalunya.",,,,,,Eco Social Transition,,,care economy; migrant women; worker cooperative; social economy,,,,,https://cuidemambcor.org/,
Christina Bowen,,,ind,,,,,,,,,,,,,,,,,,christina@knowledgeecologist.me,,https://www.linkedin.com/in/christina-bowen-449a8563/,
The Foundry,,,org,,,,,,,,,,,,,,,,,,,,https://bravosfoundry.com/,
Quintus Kropholler,,,ind,,,,,,,,,,,,,,,,,,quintus@radicalvalue.agency,,https://www.linkedin.com/in/quintuskropholler/,
"Keras Buti ",,,org,,,,,,,,,,,,,,,,,,,,https://kerasbuti.org/,
Tech for Palestine,,,org,,,,,,,,,,,,,,,,,,,,https://techforpalestine.org/,
Taula d’entitats del tercer sector de Catalunya,,,public body,,,,,,,,,,,,,,,,,,,,https://www.tercersector.cat/,
Chris Harris,,,ind,,,,,,,,,,,,,,,,,,chris@cdh.bio,,https://www.linkedin.com/in/cdhbio/,
M4Social,,,org,,,,,,,,,,,,,,,,,,,,https://m4social.org/,
Dylan Tull,,,ind,,,,,,,,,,,,,,,,,,dylan@non.company,,https://www.linkedin.com/in/dylantull/,
Administracio’ Obierta de Catalunya,,,public body,,,,,,"Consortium that supports Catalan public administrations with digital transformation, e-government tools and services, transparency, citizen-facing procedures, innovation labs, and digital maturity assessment.",,,,,,,,,,,,,,https://www.aoc.cat/en/,
Kersti Ruth Wissenbach,,,ind,,,,,,,,,,,,,,,,,,kersti@cultivalab.com,,https://www.linkedin.com/in/kersti-ruth-wissenbach/,
Smart Transactions,,,,,,,,,,,,,,,,,,,,,,,https://stxn.io/,
Social Roots,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Pont,,,ind,,,,,,,,,,,,,,,,,,,,https://www.linkedin.com/in/xavierpontmartin/?originalSubdomain=es,
Coopsconsum — Federació de Cooperatives de Consumidors i Usuaris de Catalunya,CATBIS,,"network/ecosystem, org",Added CATBIS: Catalan cooperative ecosystem relevance and potential food/consumption transition role. No collaboration status inferred.,"Ops in Catalunya, catalan",regional,,,"Catalan federation representing, promoting, and defending consumer cooperativism and the rights of consumer-members and users in Catalunya.",,,,,,"Bioeconomy, Eco Social Transition",,"Collective_Ownership_Models (https://app.notion.com/p/Collective_Ownership_Models-3331441510e1811db7b2e4505cc30563?pvs=21), Commons_Governance_Protocols (https://app.notion.com/p/Commons_Governance_Protocols-3331441510e181019702eb428e0a8448?pvs=21), Governance_Bodies (https://app.notion.com/p/Governance_Bodies-3331441510e181688959d5e2a5457fc6?pvs=21), Community_Food_Access (https://app.notion.com/p/Community_Food_Access-3331441510e1817daf1efe81df7ef31c?pvs=21), Network_Weaving (https://app.notion.com/p/Network_Weaving-3331441510e18111a00ac80e1492315c?pvs=21)",consumer cooperatives; social economy; cooperativism; ecological consumption,,,,"Catalan federation for consumer cooperatives and user cooperatives. Relevant to CATBIS as cooperative/social-economy infrastructure connected to ecological consumption, community food access, cooperative governance, and consumer-side food/system transition in Catalunya.",https://cooperativesdeconsum.coop/,
"Kloosiv ",,,org,Review: website did not return clear organizational content. Kloosiv.ai returned a cookie/consent page without meaningful description. Confirm organizational purpose and sector before filling Description and Ontology Tags.,,,,,,,,,,,,,,,,,,,https://kloosiv.ai/,
